"code_7","pc_1"
2127240,-0.206313637299251
2127245,-0.0578584440086921
2127250,0.0255616879693291
2127255,-0.181578330781198
2127260,-0.153521136148736
2127265,-0.161783419385487
2127270,-0.181035398883076
2127275,-0.0404036569648467
2127280,-0.0866297970339526
2127285,-0.0436472934029154
2127290,0.0604076725957104
2127295,-0.0908323176439816
2127300,-0.00107570590704065
2127305,-0.0112950154347302
2127310,-0.0267258686379886
2127315,0.114559874907365
2127320,0.0499964605107218
2127325,-0.0987112377007688
2127330,0.0883430359119517
2127335,-0.0547570764111589
2127340,-0.0117380806243374
2127345,0.0752676103409275
2127350,0.14872381148726
2127355,0.104870021340363
2127360,-0.012531360496642
2127365,0.161952583433153
2127370,0.0309140723307116
2127375,-0.0446706610735037
2127380,0.0579446826457698
2127385,-0.185348112222171
2127390,-0.188302936585185
2127395,-0.162926384580894
2127400,-0.194284006126787
2130005,0.135638540059575
2130010,0.133550501306376
2130015,0.113944951357789
2130020,0.0805123385829374
2130025,0.148148183405345
2130030,0.095398446556582
2130035,0.18696726366193
2130040,0.245508876579808
2130045,0.241124143564762
2130050,0.122477554834008
2130055,0.111915382681627
2130060,0.167285827780369
2130065,-0.0276378815429765
2130070,0.093439771654165
2130075,0.0641382160201265
2130080,-0.179286832328543
2130085,0.14784084096593
2130090,0.117337856801545
2130095,0.113521025479368
2130100,0.114076766353376
2130105,0.0462267839755531
2130110,-0.0147430620739955
2130115,-0.0136443982014232
2130120,-0.042030256910222
2130125,0.0893231189779838
2130130,0.0945191618671433
2130135,0.0847634730856241
2130140,0.0912468120762669
2130145,-0.0441542823656359
2130150,0.0312015704519272
2130155,-0.0674393033269083
2130160,-0.0571602223456826
2130165,-0.00211639300162958
2130170,0.124532936782598
2130175,0.197333995691613
2130180,0.151792620820547
2130185,0.185604009369533
2130190,0.197977138250676
2130195,0.517655512382552
2130200,-0.00245786141659683
2130205,0.119795272793121
2130210,0.0755028134446595
2130215,-0.128816555018652
2130220,0.127611012297302
2130225,0.0159939848801872
2130230,0.0416231221171198
2130235,0.0936227065833489
2130240,-0.0181604410318222
2130245,0.0610854668816877
2130250,0.0895263410781676
2130255,0.0149238935248161
2130260,0.087532674961408
2130265,0.0622010505339311
2130270,0.0305242345729221
2130275,0.07271617585026
2130280,-0.0136245033659779
2130285,-0.186251527982979
2130290,0.106952659204411
2130295,-0.0367900159757188
2130300,0.0597288338135829
2130305,-0.156263811489131
2130310,-0.0314576605720257
2130315,0.0424607072369965
2130320,-0.0712177669815543
2133005,0.0233706280208949
2133010,-0.0408124885238461
2133015,-0.0684274264275087
2133020,0.0653735756869264
2133025,0.0377004289722651
2133030,-0.0938947911785323
2133035,-0.0180505664563541
2133040,-0.104841905426325
2133045,-0.0247567573249449
2133050,-0.115257497051725
2133055,-0.0623914839425936
2133060,-0.0657069608117757
2133065,0.0506619726095313
2133070,-0.0924856499351133
2133075,-0.0748887596633766
2133080,-0.0536620375649936
2133085,-0.0522955239441885
2133090,-0.0568669508237239
2133095,-0.0656444258858497
2133100,-0.107916788166299
2133105,-0.113142746046779
2133110,-0.0563398608524225
2133115,-0.210708701499489
2133120,0.0365465624212289
2133125,-0.0875111647179075
2133130,0.0101010117205954
2133135,0.0251079719576765
2133140,-0.0272994345484001
2133145,-0.0142293000912627
2133150,-0.190471735161352
2133155,-0.0773617017985893
2133160,-0.117592441934443
2133165,-0.0846845764720924
2133170,0.0904027172984602
2133175,-0.0724933569190264
2133180,0.0753314811997022
2133185,0.063402368230572
2133190,0.00258245920085093
2133195,-0.0299707997156859
2133200,0.0468518485464068
2133205,-0.0510976222208281
2133210,0.0400381413595299
2133215,-0.0426947941500907
2133220,0.0606942745316415
2133225,-0.154909926927354
2133230,-0.0711046122891794
2133235,-0.110763395410479
2133240,-0.29904791048172
2133245,-0.286751865238949
2133250,-0.262223986460573
2133255,-0.22090092065767
2133260,0.12521983848515
2133265,0.0346738157844627
2133270,0.0789564553880027
2133275,0.00476119850179066
2133280,-0.0105198175590984
2133285,0.0261510673615017
2133290,-0.167543268642056
2133295,-0.0374567372636412
2133300,-0.0142403018951826
2133305,-0.129269813824087
2133310,-0.113879067339331
2133315,-0.13785191358588
2133320,-0.081417079048889
2133325,-0.11172425398129
2133330,-0.00709373042561443
2133335,-0.131908707764194
2133340,-0.120599159537223
2133345,-0.0221649976394418
2133350,0.0856083444080942
2133355,-0.0307688541857941
2133360,0.0136982600402107
2133365,0.0617419914782396
2133370,-0.0297856833687307
2133375,-0.0378308195807542
2133380,-0.114977720346302
2133385,-0.16611260161475
2133390,0.0611525022746673
2133395,-0.0851685606308965
2133400,0.0582151800228418
2133405,-0.0327778179565326
2133410,-0.0724548645950367
2133415,0.102684828387728
2133420,0.0277614188673905
2134005,-0.206961364972094
2134010,-0.0677815974798196
2134015,-0.0563210775322751
2134020,-0.272989622009331
2134025,-0.0369337605263724
2134030,-0.0361324990852458
2134035,-0.0870137112938946
2134040,-0.202913974056793
2134045,-0.0124752926950397
2134050,-0.00487114396721497
2134055,-0.204860441568755
2134060,-0.276319222770313
2134065,-0.128240253036883
2134070,-0.230744678475815
2134075,0.0880027609268163
2134080,-0.0192738027962037
2134085,-0.116406286235857
2134090,-0.19163623272848
2134095,-0.13124366310677
2134100,-0.0575687912482405
2134105,-0.0134663972019304
2134110,-0.0474094738921951
2134115,-0.124802960165272
2134120,-0.0623043808793897
2134125,-0.000480299816891723
2134130,-0.103728527936608
2134135,-0.038965988830626
2134140,-0.00716441593125303
2134145,-0.065972646664396
2134150,-0.30039813217097
2134155,-0.176837710257001
2134160,-0.0836940017366635
2134165,-0.141850294008402
2134170,-0.093073404679534
2134175,-0.124428290685783
2134180,-0.130669162711075
2134185,-0.148612865553436
2134190,-0.0672815063613444
2134195,-0.00824812905658952
2134200,-0.0263030885116669
2134205,-0.0510163926416495
2134210,-0.112009409696637
2134215,-0.132796603524044
2134220,-0.141385308869953
2134225,-0.0407784410445781
2134230,-0.0743076801334318
2134235,-0.202659051896724
2134240,-0.160516981736694
2134245,-0.180165144211077
2134250,-0.14407586519662
2134255,-0.114363651101351
2134260,-0.204812357164811
2134265,-0.165753976359287
2134270,-0.109192980975806
2134275,-0.138936261393203
2134280,-0.160147914690993
2134285,-0.0815957784458993
2136005,-0.162001229976555
2136010,-0.30508663594569
2136015,-0.177062139159335
2136020,0.0635850909208471
2136025,-0.202481728127712
2136030,-0.123313266545414
2136035,-0.159586789079451
2136040,-0.106661520614538
2136045,-0.115394337788021
2136050,-0.184561216707483
2136055,-0.0642257497901966
2136060,-0.0132933649052287
2136065,-0.124941735462778
2136070,-0.0384195415320001
2136075,0.0787364511124839
2136080,0.060699257919313
2136085,0.0344429936816908
2136090,0.0681962943366903
2136095,0.0483173564651712
2136100,-0.0445062895412003
2136105,0.0347428987517129
2136110,-0.0817029824128756
2136115,0.00959823327251878
2136120,-0.131834207102478
2136125,-0.203486958339944
2136130,0.0375477192790984
2136135,-0.0442268024610099
2136140,0.0122123529722556
2136145,0.0559331141614993
2136150,-0.0902089284696714
2136155,-0.0785538908128812
2136160,0.0697260403313365
2136165,0.034552115826817
2136170,-0.214134854927236
2136175,-0.0763719714298906
2136180,-0.101110506204426
2136185,-0.0639839071058897
2136190,0.0642482351299384
2136195,-0.0673082358520822
2136200,-0.053016013103003
2136205,-0.0499092559580033
2136210,0.158683786129329
2136215,0.0139094895345751
2136220,-0.0679940857077806
2136225,-0.0372055789288758
2136230,-0.00579071397417748
2136235,-0.0338618162712157
2136240,0.0494340462979274
2136245,-0.0407116424613495
2136250,-0.0473196481229241
2136255,-0.0395536241221633
2136260,0.133631123880034
2136265,0.00325136535640182
2136270,0.011588175801984
2136275,0.057819926314823
2136280,0.0839864570790815
2136285,0.0176208067156333
2136290,0.0524075922170718
2136295,0.035293753707098
2136300,0.0703606004834332
2136305,-0.0486969184178073
2136310,0.0331238852181202
2136315,0.0645203545518783
2136320,-0.0857109289270414
2136325,-0.106359096768525
2136330,-0.15905155477505
2136335,0.0930678877933408
2136340,-0.228932694362584
2136345,-0.0931907434922556
2136350,-0.0649307118389253
2136355,-0.128220347964303
2136360,0.0418574441932937
2136365,0.0404755518103774
2136370,0.0420904721356241
2136375,0.0585491231076026
2136380,0.123826757113011
2136385,-0.020805889811992
2136390,0.141910169089687
2136395,0.051342498748725
2136400,0.0834699738650984
2136405,0.0707537124595151
2136410,0.0393345949321004
2136415,0.0201530454323179
2136420,0.210030159379171
2136425,0.1765735638075
2136430,0.0945337524965835
2136435,-0.0147319099826568
2136440,0.103630848437535
2136445,0.100464896732745
2136450,0.0544166838386298
2136455,-0.0161821158991804
2136460,0.0610386005232233
2136465,-0.056361610243117
2136470,-0.0376297079085282
2136475,0.103919079117361
2139005,-0.0894590445214524
2139010,0.0428199145998368
2139015,-0.0612538234355158
2139020,-0.0627235697002271
2139025,-0.0518898157298267
2139030,0.0707448706776288
2139035,0.0469638742620781
2139040,-0.055189935262391
2139045,-0.0165636443946968
2139050,-0.120637442868107
2139055,-0.0733157101983096
2139060,-0.0775920647672974
2139065,-0.0599673705695682
2139070,-0.0822385021429862
2139075,-0.0867978030598913
2139080,-0.0299355116890678
2139085,-0.0737106357620531
2139090,-0.0774489301240107
2139095,0.0402603228991033
2139100,-0.0784860999681082
2139105,0.00464348766139237
2139110,-0.117432141796574
2139115,-0.152365342146222
2139120,-0.0371721035047931
2139125,0.149539807962343
2139130,-0.0192637246794067
2139135,0.161340572273205
2139140,0.027236269007476
2139145,0.411025268630887
2139150,-0.0918703806308687
2139155,0.213037424606376
2139160,0.121953304650646
2139165,0.00735787684507042
2139170,-0.0798182083901319
2139175,-0.0184971439195289
2139180,0.0886838782130951
2139185,-0.0946064545646967
2139190,-0.0291427652737785
2139195,-0.0373690516632421
2139200,-0.044641143426267
2139205,0.0556230092044895
2139210,-0.0913784287420354
2139215,-0.230585187329926
2139220,-0.142644307825731
2139225,-0.182690192493364
2139230,-0.153106206978834
2139235,0.0859354603526613
2139240,-0.0348705607433727
2139245,-0.166220243171616
2139250,-0.144928325956143
2139255,0.0166784493192778
2139260,-0.130613522964019
2139265,0.0869480644640481
2139270,0.123975148771405
2139275,-0.0626586721564784
2139280,-0.0625301253651556
2139285,-0.06727907653091
2139290,0.219275929147941
2139295,0.0393033995594101
2139300,0.0387502308509658
2139305,0.0324331066102666
2139310,0.0262754616997008
2139315,0.0307568308025865
2139320,-0.130920421486349
2139325,-0.108911549144659
2139330,0.143022326163452
2139335,-0.0930094078364909
2139340,-0.163621208350926
2139345,-0.0896303030703544
2139350,0.019123294156665
2139355,-0.106638871271979
2139360,-0.131264515807104
2139365,0.0522118229190524
2139370,-0.091430504284063
2139375,-0.0538487829463211
2139380,-0.133132198523361
2139385,-0.0169177653141329
2139390,0.0509366441837373
2139395,0.0396956707935428
2139400,-0.00989770803709527
2139405,0.0594937038608168
2139410,0.114167315295756
2139415,-0.0580900192865932
2139420,0.11900743074258
2139425,-0.140454891554182
2139430,0.0796631077927216
2139435,-0.00401612122670839
2139440,-0.018607805615566
2139445,0.0278959352075372
2139450,-0.0295330108934158
2139455,-0.0358614524407993
2139460,-0.058387112913224
2139465,-0.0701177164472096
2139470,-0.0411534391066313
2139475,0.0169014022417566
2139480,-0.0158719263994089
2139485,-0.0164115151054713
2139490,-0.208138321543828
2139495,-0.0891473637398679
2139500,-0.198017159934776
2139505,-0.310285938831294
2139510,-0.286180068555041
2139515,-0.0566015700038901
2139520,-0.102276345940906
2139525,0.0762264712388851
2139530,0.0466956180716661
2139535,-0.0935605385696614
2139540,0.00807227274061076
2139545,-0.0146062934818893
2139550,-0.0092184466649083
2139555,-0.111929067949603
2139560,0.0663866599438272
2139565,0.000645457641174599
2139570,0.03009854328374
2139575,-0.0435321212911233
2139580,0.0179279312971561
2139585,-0.0955910764822825
2139590,-0.170129520427787
2139595,0.0274317081550462
2139600,0.0632537149767211
2139605,-0.0842172470193536
2139610,-0.0417828239605881
2139615,-0.184534509526562
2139620,-0.137398287395657
2142005,-0.191593848141139
2142010,-0.147968204733356
2142015,-0.229952612283567
2142020,-0.0611103669492804
2142025,-0.118945105765478
2142030,-0.0529784780911106
2142035,-0.226462489025887
2142040,-0.143473126509488
2142045,-0.120218313350616
2142050,-0.23823451900352
2142055,-0.325894954526688
2142060,-0.149406253950928
2142065,-0.178534896535177
2142070,-0.0226787215354807
2142075,-0.0467192796287958
2142080,-0.0643244589901933
2142085,-0.0569331281945569
2142090,-0.125053237351279
2142095,-0.041407078960674
2142100,-0.161658748374051
2142105,-0.135585877250009
2142110,-0.269297613607338
2142115,-0.214642408808957
2142120,-0.210501205801012
2142125,-0.178615483194966
2142130,-0.259161779294419
2142135,-0.260012599446941
2142140,-0.250161542822525
2142145,-0.289720671185823
2142150,-0.316891936821802
2142155,-0.229363223013454
2142160,-0.339003305173622
2142165,-0.357517990614883
2145005,-0.247443772153328
2145010,-0.153840743255908
2145015,-0.154028051751404
2145020,-0.206634699044208
2145025,-0.0194253304659293
2145030,-0.167396693783922
2145035,-0.018511437589361
2145040,-0.0371509127147073
2145045,0.081375602678341
2145050,-0.00657203095644759
2145055,-0.135739353307742
2145060,-0.123806867604516
2145065,-0.1589813299505
2145070,-0.0542063466211871
2145075,0.0591211757580174
2145080,-0.18978260713222
2145085,0.0592517491477927
2145090,0.0301510542492488
2145095,-0.0577690715606637
2145100,0.112812465894876
2145105,-0.0606519818792487
2145110,-0.0641333559554112
2145115,-0.116565260999178
2145120,-0.0771213152686739
2145125,-0.153657281823364
2145130,-0.198242983214733
2145135,-0.11141610551841
2145140,-0.124720887224168
2145145,0.124867314614209
2145150,-0.186001154730227
2145155,-0.00677028889491249
2145160,-0.0789499250333233
2145165,-0.128646500067533
2145170,-0.154919102254786
2145175,-0.0860458535341053
2145180,-0.063603307756899
2145185,-0.0501494336159244
2145190,-0.0498081124898007
2145195,0.0512082137278965
2145200,-0.0565013060009187
2145205,-0.132981243852562
2145210,-0.122605093897881
2145215,-0.0533382716523594
2145220,-0.0530079896155137
2145225,0.0197438498443499
2145230,-0.221994196550133
2145235,-0.0224603399582953
2145240,-0.0067622633777413
2145245,0.0615617698808007
2145250,-0.112903802015456
2145255,-0.0902075901589894
2145260,-0.260438147843894
2145265,-0.281754968128094
2145270,-0.0467258301541103
2145275,-0.149298079774451
2145280,-0.0316437429042633
2145285,0.0259139676932134
2145290,-0.150532226732902
2145295,-0.155847920154997
2145300,-0.0474076053624802
2145305,-0.0937422976807836
2145310,-0.0159247401219148
2145315,-0.0995300148436368
2145320,-0.0261538967009349
2145325,-0.0266466910080891
2145330,-0.0665284359931329
2145335,-0.0605804918703464
2145340,-0.0756805494982961
2145345,-0.0576403175031491
2145350,-0.00484366220251048
2145355,0.0309833761557103
2145360,-0.262750017405391
2145365,-0.176972074415164
2148005,-0.323019768136184
2148010,-0.203892809207173
2148015,-0.096187123096187
2148020,-0.179551821300096
2148025,-0.0326141857039085
2148030,-0.213096545881437
2148035,-0.23508683349954
2148040,-0.271005220173741
2148045,-0.246148958179255
